"","rhoT","mort","EE_bTB_single","EE_bTB_co","EE_brucellosis_single","EE_brucellosis_co"
"96",7.6,0,0.658551113771642,0.913850131103895,0.210718552610404,0.777202783528514
"97",7.68,0,0.658551113771642,0.913875705535745,0.210718552610404,0.777221220940207
"98",7.76,0,0.658551113771642,0.913900772743831,0.210718552610404,0.777239313466364
"99",7.84,0,0.658551113771642,0.913925347700433,0.210718552610404,0.777257070724108
"100",7.92,0,0.658551113771642,0.913949444792852,0.210718552610404,0.77727450198197
"101",8,0,0.658551113771642,0.913973077852144,0.210718552610404,0.777291616161383
"102",0,0.15,0.658551113771642,0.80793132199829,0.210718552610404,0.730891652068829
"103",0.08,0.15,0.658551113771642,0.833074524371823,0.210718552610404,0.738149199079037
"104",0.16,0.15,0.658551113771642,0.849143350208052,0.210718552610404,0.743020640905796
"105",0.24,0.15,0.658551113771642,0.859964808803436,0.210718552610404,0.746478447204176
"106",0.32,0.15,0.658551113771642,0.867622280636032,0.210718552610404,0.749052754164547
"107",0.4,0.15,0.658551113771642,0.873277099836107,0.210718552610404,0.751045027025403
"108",0.48,0.15,0.658551113771642,0.877604209668158,0.210718552610404,0.752635563607373
"109",0.56,0.15,0.658551113771642,0.881013936548227,0.210718552610404,0.753937573053598
"110",0.64,0.15,0.658551113771642,0.883766676203861,0.210718552610404,0.755025321840672
"111",0.72,0.15,0.658551113771642,0.886034243121896,0.210718552610404,0.755949433450129
"112",0.8,0.15,0.658551113771642,0.887933991968042,0.210718552610404,0.756745578994213
"113",0.88,0.15,0.658551113771642,0.889548550164627,0.210718552610404,0.757439623433644
"114",0.96,0.15,0.658551113771642,0.890937659827414,0.210718552610404,0.758050791189723
"115",1.04,0.15,0.658551113771642,0.892145531831436,0.210718552610404,0.758593681201624
"116",1.12,0.15,0.658551113771642,0.893205557529561,0.210718552610404,0.75907958946062
"117",1.2,0.15,0.658551113771642,0.8941434138884,0.210718552610404,0.759517401445368
"118",1.28,0.15,0.658551113771642,0.894979162500453,0.210718552610404,0.759914208714754
"119",1.36,0.15,0.658551113771642,0.895728701285493,0.210718552610404,0.760275744625495
"120",1.44,0.15,0.658551113771642,0.896404789383205,0.210718552610404,0.760606698419693
"121",1.52,0.15,0.658551113771642,0.897017784281684,0.210718552610404,0.760910945251978
"122",1.6,0.15,0.658551113771642,0.897576180959523,0.210718552610404,0.761191717659662
"123",1.68,0.15,0.658551113771642,0.898087012274649,0.210718552610404,0.761451735157571
"124",1.76,0.15,0.658551113771642,0.898556150463881,0.210718552610404,0.761693303401514
"125",1.84,0.15,0.658551113771642,0.898988537073045,0.210718552610404,0.761918391088222
"126",1.92,0.15,0.658551113771642,0.899388360355451,0.210718552610404,0.762128690157459
"127",2,0.15,0.658551113771642,0.899759193610249,0.210718552610404,0.76232566340687
"128",2.08,0.15,0.658551113771642,0.900104104128825,0.210718552610404,0.762510582550778
"129",2.16,0.15,0.658551113771642,0.900425739779352,0.210718552610404,0.762684558854346
"130",2.24,0.15,0.658551113771642,0.900726398403171,0.210718552610404,0.762848568049959
"131",2.32,0.15,0.658551113771642,0.901008083874446,0.210718552610404,0.763003470592503
"132",2.4,0.15,0.658551113771642,0.901272551718056,0.210718552610404,0.763150028543333
"133",2.48,0.15,0.658551113771642,0.901521346486869,0.210718552610404,0.763288919364181
"134",2.56,0.15,0.658551113771642,0.901755832582979,0.210718552610404,0.763420747525636
"135",2.64,0.15,0.658551113771642,0.90197721982648,0.210718552610404,0.763546054222956
"136",2.72,0.15,0.658551113771642,0.902186584787148,0.210718552610404,0.763665325557467
"137",2.8,0.15,0.658551113771642,0.902384888676113,0.210718552610404,0.763778999470933
"138",2.88,0.15,0.658551113771642,0.902572992427772,0.210718552610404,0.763887471660501
"139",2.96,0.15,0.658551113771642,0.902751669473883,0.210718552610404,0.763991100611817
"140",3.04,0.15,0.658551113771642,0.90292161661147,0.210718552610404,0.764090211936901
"141",3.12,0.15,0.658551113771642,0.903083463288397,0.210718552610404,0.764185102126462
"142",3.2,0.15,0.658551113771642,0.903237779569488,0.210718552610404,0.764276041758755
"143",3.28,0.15,0.658551113771642,0.903385082996532,0.210718552610404,0.764363278315642
"144",3.36,0.15,0.658551113771642,0.903525844517378,0.210718552610404,0.764447038653556
"145",3.44,0.15,0.658551113771642,0.90366049362909,0.210718552610404,0.764527531092054
"146",3.52,0.15,0.658551113771642,0.903789422852824,0.210718552610404,0.764604947338561
"147",3.6,0.15,0.658551113771642,0.903912991640822,0.210718552610404,0.764679464122927
"148",3.68,0.15,0.658551113771642,0.904031529797574,0.210718552610404,0.764751244634486
"149",3.76,0.15,0.658551113771642,0.904145340483801,0.210718552610404,0.764820439833292
"150",3.84,0.15,0.658551113771642,0.904254702862093,0.210718552610404,0.764887189582702
"151",3.92,0.15,0.658551113771642,0.904359874432833,0.210718552610404,0.764951623662885
"152",4,0.15,0.658551113771642,0.904461093101982,0.210718552610404,0.7650138626763
"153",4.08,0.15,0.658551113771642,0.904558579015999,0.210718552610404,0.76507401885545
"154",4.16,0.15,0.658551113771642,0.90465253619386,0.210718552610404,0.765132196794597
"155",4.24,0.15,0.658551113771642,0.904743153982334,0.210718552610404,0.765188494078557
"156",4.32,0.15,0.658551113771642,0.904830608355762,0.210718552610404,0.765243001882007
"157",4.4,0.15,0.658551113771642,0.904915063079801,0.210718552610404,0.765295805505095
"158",4.48,0.15,0.658551113771642,0.904996670756175,0.210718552610404,0.765346984802739
"159",4.56,0.15,0.658551113771642,0.90507557376048,0.210718552610404,0.765396614670058
"160",4.64,0.15,0.658551113771642,0.905151905087865,0.210718552610404,0.76544476539729
"161",4.72,0.15,0.658551113771642,0.905225789115638,0.210718552610404,0.765491503021455
"162",4.8,0.15,0.658551113771642,0.905297342292381,0.210718552610404,0.765536889653594
"163",4.88,0.15,0.658551113771642,0.905366673761816,0.210718552610404,0.765580983776358
"164",4.96,0.15,0.658551113771642,0.905433885928844,0.210718552610404,0.765623840495047
"165",5.04,0.15,0.658551113771642,0.905499074973328,0.210718552610404,0.765665511788634
"166",5.12,0.15,0.658551113771642,0.905562331317628,0.210718552610404,0.765706046727222
"167",5.2,0.15,0.658551113771642,0.905623740052357,0.210718552610404,0.765745491682942
"168",5.28,0.15,0.658551113771642,0.905683381324985,0.210718552610404,0.765783890510877
"169",5.36,0.15,0.658551113771642,0.905741330695306,0.210718552610404,0.76582128469128
"170",5.44,0.15,0.658551113771642,0.905797659458994,0.210718552610404,0.765857713555613
"171",5.52,0.15,0.658551113771642,0.905852434946277,0.210718552610404,0.765893214360864
"172",5.6,0.15,0.658551113771642,0.90590572079417,0.210718552610404,0.765927822458899
"173",5.68,0.15,0.658551113771642,0.905957577197264,0.210718552610404,0.765961571407154
"174",5.76,0.15,0.658551113771642,0.906008061138085,0.210718552610404,0.76599449308397
"175",5.84,0.15,0.658551113771642,0.906057226599099,0.210718552610404,0.766026617798946
"176",5.92,0.15,0.658551113771642,0.906105124758252,0.210718552610404,0.766057974385016
"177",6,0.15,0.658551113771642,0.906151804169523,0.210718552610404,0.766088590278219
"178",6.08,0.15,0.658551113771642,0.906197310929081,0.210718552610404,0.766118491622241
"179",6.16,0.15,0.658551113771642,0.906241688829608,0.210718552610404,0.76614770332979
"180",6.24,0.15,0.658551113771642,0.906284979502757,0.210718552610404,0.766176249158795
"181",6.32,0.15,0.658551113771642,0.906327222551223,0.210718552610404,0.766204151779013
"182",6.4,0.15,0.658551113771642,0.906368455671177,0.210718552610404,0.766231432836171
"183",6.48,0.15,0.658551113771642,0.906408714765979,0.210718552610404,0.766258113008463
"184",6.56,0.15,0.658551113771642,0.906448034052067,0.210718552610404,0.766284212048518
"185",6.64,0.15,0.658551113771642,0.906486446156588,0.210718552610404,0.766309748862149
"186",6.72,0.15,0.658551113771642,0.906523982209343,0.210718552610404,0.766334741530712
"187",6.8,0.15,0.658551113771642,0.906560671927805,0.210718552610404,0.766359207363041
"188",6.88,0.15,0.658551113771642,0.906596543696552,0.210718552610404,0.766383162935226
"189",6.96,0.15,0.658551113771642,0.906631624641316,0.210718552610404,0.766406624131906
"190",7.04,0.15,0.658551113771642,0.906665940698193,0.210718552610404,0.766429606181813
"191",7.12,0.15,0.658551113771642,0.906699516678375,0.210718552610404,0.766452123688989
"192",7.2,0.15,0.658551113771642,0.906732376328613,0.210718552610404,0.76647419066621
"193",7.28,0.15,0.658551113771642,0.906764542387794,0.210718552610404,0.766495820566366
"194",7.36,0.15,0.658551113771642,0.906796036640051,0.210718552610404,0.76651702630757
"195",7.44,0.15,0.658551113771642,0.90682687996444,0.210718552610404,0.766537820301076
"196",7.52,0.15,0.658551113771642,0.906857092381565,0.210718552610404,0.766558214476579
"197",7.6,0.15,0.658551113771642,0.90688669309738,0.210718552610404,0.766578220304205
"198",7.68,0.15,0.658551113771642,0.906915700544286,0.210718552610404,0.766597848817404
"199",7.76,0.15,0.658551113771642,0.90694413241978,0.210718552610404,0.766617110633645
"200",7.84,0.15,0.658551113771642,0.906972005722806,0.210718552610404,0.76663601597374
"201",7.92,0.15,0.658551113771642,0.906999336788044,0.210718552610404,0.766654574677192
"202",8,0.15,0.658551113771642,0.907026141317866,0.210718552610404,0.766672796229354
"203",0,0.3,0.658551113771642,0.788415773460382,0.210718552610404,0.717736157648203
"204",0.08,0.3,0.658551113771642,0.816224784779176,0.210718552610404,0.725511937847425
"205",0.16,0.3,0.658551113771642,0.834202029859565,0.210718552610404,0.730742517476541
"206",0.24,0.3,0.658551113771642,0.846389753129176,0.210718552610404,0.734454762809791
"207",0.32,0.3,0.658551113771642,0.855047404093397,0.210718552610404,0.737215613365276
"208",0.4,0.3,0.658551113771642,0.861455011867412,0.210718552610404,0.739349442611818
"209",0.48,0.3,0.658551113771642,0.866364302196146,0.210718552610404,0.741050765500667
"210",0.56,0.3,0.658551113771642,0.87023544346656,0.210718552610404,0.742441809331745
"211",0.64,0.3,0.658551113771642,0.873361808353756,0.210718552610404,0.743602732914001
"212",0.72,0.3,0.658551113771642,0.875937566906494,0.210718552610404,0.744588129908735
"213",0.8,0.3,0.658551113771642,0.878095616587884,0.210718552610404,0.745436426442865
"214",0.88,0.3,0.658551113771642,0.879929657207974,0.210718552610404,0.746175452245999
"215",0.96,0.3,0.658551113771642,0.881507499126268,0.210718552610404,0.746825867595555
"216",1.04,0.3,0.658551113771642,0.882879355056443,0.210718552610404,0.747403344279386
"217",1.12,0.3,0.658551113771642,0.884083165156687,0.210718552610404,0.74791999587854
"218",1.2,0.3,0.658551113771642,0.885148112376499,0.210718552610404,0.748385341844909
"219",1.28,0.3,0.658551113771642,0.886097001699458,0.210718552610404,0.748806973172728
"220",1.36,0.3,0.658551113771642,0.886947907135467,0.210718552610404,0.749191022295344
"221",1.44,0.3,0.658551113771642,0.887715335254965,0.210718552610404,0.749542501175226
"222",1.52,0.3,0.658551113771642,0.888411062441478,0.210718552610404,0.749865549053012
"223",1.6,0.3,0.658551113771642,0.889044747487557,0.210718552610404,0.750163616765021
"224",1.68,0.3,0.658551113771642,0.889624386657479,0.210718552610404,0.75043960592135
"225",1.76,0.3,0.658551113771642,0.890156656427234,0.210718552610404,0.750695975414114
"226",1.84,0.3,0.658551113771642,0.890647174905587,0.210718552610404,0.750934823851483
"227",1.92,0.3,0.658551113771642,0.891100703552017,0.210718552610404,0.751157954042981
"228",2,0.3,0.658551113771642,0.891521304492652,0.210718552610404,0.751366924152892
"229",2.08,0.3,0.658551113771642,0.891912464420094,0.210718552610404,0.751563088292196
"230",2.16,0.3,0.658551113771642,0.892277193065848,0.210718552610404,0.751747629374196
"231",2.24,0.3,0.658551113771642,0.892618102126938,0.210718552610404,0.751921585726299
"232",2.32,0.3,0.658551113771642,0.892937469024759,0.210718552610404,0.752085872810672
"233",2.4,0.3,0.658551113771642,0.893237288789011,0.210718552610404,0.752241301136686
"234",2.48,0.3,0.658551113771642,0.893519316568148,0.210718552610404,0.752388591083142
"235",2.56,0.3,0.658551113771642,0.893785102683139,0.210718552610404,0.752528385309153
"236",2.64,0.3,0.658551113771642,0.894036021707391,0.210718552610404,0.752661259053565
"237",2.72,0.3,0.658551113771642,0.894273296726675,0.210718552610404,0.752787728911375
"238",2.8,0.3,0.658551113771642,0.894498019686653,0.210718552610404,0.75290826019758
"239",2.88,0.3,0.658551113771642,0.894711168544073,0.210718552610404,0.753023273292323
"240",2.96,0.3,0.658551113771642,0.894913621793397,0.210718552610404,0.753133148971723
"241",3.04,0.3,0.658551113771642,0.895106170825053,0.210718552610404,0.75323823304271
"242",3.12,0.3,0.658551113771642,0.895289530484075,0.210718552610404,0.753338840333463
"243",3.2,0.3,0.658551113771642,0.895464348127837,0.210718552610404,0.753435258127546
"244",3.28,0.3,0.658551113771642,0.895631211425883,0.210718552610404,0.753527749161246
"245",3.36,0.3,0.658551113771642,0.89579065510135,0.210718552610404,0.753616554218518
"246",3.44,0.3,0.658551113771642,0.895943166777655,0.210718552610404,0.753701894415752
"247",3.52,0.3,0.658551113771642,0.896089192066429,0.210718552610404,0.753783973178354
"248",3.6,0.3,0.658551113771642,0.896229139008379,0.210718552610404,0.753862978043897
"249",3.68,0.3,0.658551113771642,0.896363381962478,0.210718552610404,0.753939082164481
"250",3.76,0.3,0.658551113771642,0.896492265020651,0.210718552610404,0.75401244569365
"251",3.84,0.3,0.658551113771642,0.896616105014795,0.210718552610404,0.75408321699943
"252",3.92,0.3,0.658551113771642,0.896735194171776,0.210718552610404,0.754151533738406
"253",4,0.3,0.658551113771642,0.896849802463324,0.210718552610404,0.75421752383256
"254",4.08,0.3,0.658551113771642,0.896960179691584,0.210718552610404,0.754281306307644
"255",4.16,0.3,0.658551113771642,0.897066557343616,0.210718552610404,0.754342992082469
"256",4.24,0.3,0.658551113771642,0.897169150244998,0.210718552610404,0.754402684642234
"257",4.32,0.3,0.658551113771642,0.897268158036916,0.210718552610404,0.754460480662588
"258",4.4,0.3,0.658551113771642,0.897363766498522,0.210718552610404,0.754516470574097
"259",4.48,0.3,0.658551113771642,0.897456148733361,0.210718552610404,0.754570739057869
"260",4.56,0.3,0.658551113771642,0.897545466235742,0.210718552610404,0.754623365497172
"261",4.64,0.3,0.658551113771642,0.897631869850727,0.210718552610404,0.754674424407278
"262",4.72,0.3,0.658551113771642,0.89771550064062,0.210718552610404,0.754723985794398
"263",4.8,0.3,0.658551113771642,0.897796490667843,0.210718552610404,0.754772115497679
"264",4.88,0.3,0.658551113771642,0.89787496370367,0.210718552610404,0.754818875499015
"265",4.96,0.3,0.658551113771642,0.897951035870873,0.210718552610404,0.754864324206419
"266",5.04,0.3,0.658551113771642,0.898024816227451,0.210718552610404,0.754908516707423
"267",5.12,0.3,0.658551113771642,0.898096407297417,0.210718552610404,0.754951505012293
"268",5.2,0.3,0.658551113771642,0.898165905554593,0.210718552610404,0.754993338259379
"269",5.28,0.3,0.658551113771642,0.898233401863885,0.210718552610404,0.755034062909216
"270",5.36,0.3,0.658551113771642,0.898298981883926,0.210718552610404,0.755073722951046
"271",5.44,0.3,0.658551113771642,0.898362726436318,0.210718552610404,0.755112360038604
"272",5.52,0.3,0.658551113771642,0.898424711843167,0.210718552610404,0.755150013656829
"273",5.6,0.3,0.658551113771642,0.898485010236869,0.210718552610404,0.755186721262412
"274",5.68,0.3,0.658551113771642,0.898543689844607,0.210718552610404,0.755222518413136
"275",5.76,0.3,0.658551113771642,0.898600815249888,0.210718552610404,0.755257438888905
"276",5.84,0.3,0.658551113771642,0.89865644763335,0.210718552610404,0.755291514800673
"277",5.92,0.3,0.658551113771642,0.89871064499463,0.210718552610404,0.755324776694003
"278",6,0.3,0.658551113771642,0.898763462357056,0.210718552610404,0.755357253644542
"279",6.08,0.3,0.658551113771642,0.89881495195674,0.210718552610404,0.75538897334505
"280",6.16,0.3,0.658551113771642,0.898865163417298,0.210718552610404,0.755419962190862
"281",6.24,0.3,0.658551113771642,0.898914143911682,0.210718552610404,0.755450245353474
"282",6.32,0.3,0.658551113771642,0.89896193831207,0.210718552610404,0.755479846850064
"283",6.4,0.3,0.658551113771642,0.899008589328841,0.210718552610404,0.755508789610183
"284",6.48,0.3,0.658551113771642,0.899054137639568,0.210718552610404,0.755537095537456
"285",6.56,0.3,0.658551113771642,0.89909862200885,0.210718552610404,0.755564785568198
"286",6.64,0.3,0.658551113771642,0.899142079399793,0.210718552610404,0.755591879723491
"287",6.72,0.3,0.658551113771642,0.899184545077739,0.210718552610404,0.755618397159167
"288",6.8,0.3,0.658551113771642,0.899226052706917,0.210718552610404,0.755644356211804
"289",6.88,0.3,0.658551113771642,0.899266634440477,0.210718552610404,0.755669774444828
"290",6.96,0.3,0.658551113771642,0.899306321004794,0.210718552610404,0.755694668678465
"291",7.04,0.3,0.658551113771642,0.899345141777411,0.210718552610404,0.755719055053365
"292",7.12,0.3,0.658551113771642,0.899383124861009,0.210718552610404,0.755742949038753
"293",7.2,0.3,0.658551113771642,0.899420297151717,0.210718552610404,0.755766365480029
"294",7.28,0.3,0.658551113771642,0.899456684403469,0.210718552610404,0.755789318624607
"295",7.36,0.3,0.658551113771642,0.899492311287931,0.210718552610404,0.755811822160963
"296",7.44,0.3,0.658551113771642,0.89952720145113,0.210718552610404,0.755833889236313
"297",7.52,0.3,0.658551113771642,0.899561377566187,0.210718552610404,0.755855532489371
"298",7.6,0.3,0.658551113771642,0.899594861383044,0.210718552610404,0.755876764071487
"299",7.68,0.3,0.658551113771642,0.899627673775075,0.210718552610404,0.755897595670641
"300",7.76,0.3,0.658551113771642,0.899659834782855,0.210718552610404,0.75591803853555
"301",7.84,0.3,0.658551113771642,0.899691363655437,0.210718552610404,0.755938103493735
"302",7.92,0.3,0.658551113771642,0.89972227888915,0.210718552610404,0.755957800970927
"303",8,0.3,0.658551113771642,0.899752598263983,0.210718552610404,0.755977141014537
"304",0,0.45,0.658551113771642,0.767527691374241,0.210718552610404,0.704381103415496
"305",0.08,0.45,0.658551113771642,0.798123668122096,0.210718552610404,0.712702682273159
"306",0.16,0.45,0.658551113771642,0.818147816479366,0.210718552610404,0.718315945332434
"307",0.24,0.45,0.658551113771642,0.831821794921926,0.210718552610404,0.722300156487607
"308",0.32,0.45,0.658551113771642,0.841576398452991,0.210718552610404,0.725260213759989
"309",0.4,0.45,0.658551113771642,0.848813656522337,0.210718552610404,0.727544781270913
"310",0.48,0.45,0.658551113771642,0.854366452054891,0.210718552610404,0.729363647052804
"311",0.56,0.45,0.658551113771642,0.858748514786245,0.210718552610404,0.73084878902668
"312",0.64,0.45,0.658551113771642,0.862289033234359,0.210718552610404,0.732086753731613
"313",0.72,0.45,0.658551113771642,0.865206629487008,0.210718552610404,0.733136440756899
"314",0.8,0.45,0.658551113771642,0.867651283037838,0.210718552610404,0.734039261720558
"315",0.88,0.45,0.658551113771642,0.86972890269003,0.210718552610404,0.734825171366384
"316",0.96,0.45,0.658551113771642,0.871516215522632,0.210718552610404,0.735516379597245
"317",1.04,0.45,0.658551113771642,0.873070077765474,0.210718552610404,0.73612971306079
"318",1.12,0.45,0.658551113771642,0.874433470300034,0.210718552610404,0.736678163067372
"319",1.2,0.45,0.658551113771642,0.875639464245375,0.210718552610404,0.737171927837338
"320",1.28,0.45,0.658551113771642,0.876713908722797,0.210718552610404,0.737619131717335
"321",1.36,0.45,0.658551113771642,0.87767729334282,0.210718552610404,0.738026332067444
"322",1.44,0.45,0.658551113771642,0.878546064983601,0.210718552610404,0.738398883769722
"323",1.52,0.45,0.658551113771642,0.87933357585223,0.210718552610404,0.738741205929916
"324",1.6,0.45,0.658551113771642,0.880050777451558,0.210718552610404,0.739056980207445
"325",1.68,0.45,0.658551113771642,0.880706736253679,0.210718552610404,0.73934930035078
"326",1.76,0.45,0.658551113771642,0.881309022184282,0.210718552610404,0.739620786574697
"327",1.84,0.45,0.658551113771642,0.881864004989091,0.210718552610404,0.739873673987572
