"","rhoT","mort","bTBprev","brucprev","finalN","bTB_inS","bTB_inB","bruc_inS","bruc_inTB"
"107",0.4,0.15,0.873277099866098,0.751045026979355,NA,0.593469585033423,0.966027161185734,0.201345862640969,0.830812917740287
"108",0.48,0.15,0.87760420967356,0.75263556359499,NA,0.595607465027376,0.970286470759203,0.182714280996905,0.83212010234099
"109",0.56,0.15,0.881013936561085,0.753937573034014,NA,0.597284232344606,0.973614732858975,0.167186338443503,0.833181744691913
"110",0.64,0.15,0.883766676226947,0.755025321854648,NA,0.598630036686967,0.976281793901638,0.154068090044434,0.834063441731456
"111",0.72,0.15,0.886034243160127,0.755949433507136,NA,0.599731300667762,0.978464228826855,0.142849523136606,0.834809134295481
"112",0.8,0.15,0.887933992027164,0.75674557907484,NA,0.600647346291891,0.980281735549236,0.133151075157075,0.835449342277238
"113",0.88,0.15,0.889548550243988,0.757439623536707,NA,0.601420087190614,0.981818014761419,0.124686059664065,0.836005935008798
"114",0.96,0.15,0.890937659925393,0.758050791319306,NA,0.602079892584105,0.983133208073113,0.117234647252644,0.836495009554899
"115",1.04,0.15,0.892145531946382,0.758593681333601,NA,0.60264925693048,0.984271569558988,0.110625810549778,0.836928692289442
"116",1.12,0.15,0.893205557658974,0.759079589627197,NA,0.603145167287418,0.98526634975,0.104724674246313,0.837316304213216
"117",1.2,0.15,0.894143414032561,0.759517401629388,NA,0.603580672784347,0.986142995418261,0.0994235362694048,0.837665137113926
"118",1.28,0.15,0.894979162651495,0.759914208879881,NA,0.603965950830434,0.986921300816608,0.0946354037355888,0.837980984177165
"119",1.36,0.15,0.895728701443757,0.760275744808609,NA,0.604309047522114,0.987616888014915,0.0902892724830819,0.838268511337019
"120",1.44,0.15,0.896404789550577,0.760606698624609,NA,0.60461640194591,0.988242247119641,0.0863266319241633,0.838531522572398
"121",1.52,0.15,0.89701778445066,0.760910945457574,NA,0.604893224169582,0.988807481186097,0.0826988429731167,0.838773153026845
"122",1.6,0.15,0.897576181132694,0.761191717869154,NA,0.605143772160011,0.98932084885142,0.0793651466823703,0.838996012027253
"123",1.68,0.15,0.898087012449428,0.76145173536042,NA,0.605371557565045,0.989789165787884,0.0762911343996778,0.839202290515883
"124",1.76,0.15,0.898556150635565,0.761693303597466,NA,0.6055795007736,0.990218105942165,0.0734475598770545,0.839393842959756
"125",1.84,0.15,0.898988537241401,0.76191839128504,NA,0.605770049126269,0.990612430500729,0.0708094077209318,0.839572250554075
"126",1.92,0.15,0.899388360521434,0.762128690350076,NA,0.605945268061786,0.990976163992049,0.0683551560665965,0.839738870529228
"127",2,0.15,0.899759193774226,0.762325663593118,NA,0.606106912115189,0.991312731206924,0.066066187981148,0.839894875067262
"128",2.08,0.15,0.900104104286799,0.762510582722933,NA,0.606256480767777,0.991625064728525,0.0639263177783918,0.840041282278046
"129",2.16,0.15,0.900425739931175,0.762684559019942,NA,0.60639526277054,0.991915690165147,0.0619214069691712,0.84017898110775
"130",2.24,0.15,0.900726398550188,0.762848568193312,NA,0.606524371583828,0.99218679428868,0.060039050692579,0.84030875149404
"131",2.32,0.15,0.901008084014879,0.763003470733913,NA,0.606644773939699,0.992440279944461,0.0582683200214015,0.840431280837715
"132",2.4,0.15,0.901272551852728,0.763150028679086,NA,0.606757313062556,0.992677810634887,0.0565995488472885,0.840547177541135
"133",2.48,0.15,0.901521346612051,0.763288919485967,NA,0.606862727610092,0.992900846963895,0.0550241566448646,0.840656982204444
"134",2.56,0.15,0.901755832707667,0.763420747647156,NA,0.606961667303698,0.993110676631146,0.0535345002353501,0.840761176973617
"135",2.64,0.15,0.901977219925488,0.763546054308726,NA,0.607054705740251,0.993308439252428,0.0521237492151498,0.840860193304443
"136",2.72,0.15,0.902186584885906,0.763665325638518,NA,0.607142351326053,0.993495147052584,0.0507857806470112,0.840954418636303
"137",2.8,0.15,0.902384888762609,0.76377899953531,NA,0.60722505597739,0.993671702147024,0.0495150898425275,0.841044201851721
"138",2.88,0.15,0.90257299252652,0.763887471737524,NA,0.60730322293631,0.993838911129487,0.0483067141493337,0.841129858109256
"139",2.96,0.15,0.902751669550112,0.763991100654907,NA,0.607377212858669,0.993997497359683,0.0471561679017471,0.841211672789814
"140",3.04,0.15,0.902921616684295,0.764090211975281,NA,0.607447349561802,0.994148111450441,0.0460593863388394,0.841289905099916
"141",3.12,0.15,0.903083463348034,0.764185102145519,NA,0.607513924304644,0.994291340160503,0.0450126774363152,0.84136479094196
"142",3.2,0.15,0.90323777963056,0.764276041774124,NA,0.607577199961096,0.994427714054332,0.0440126800514546,0.84143654557806
"143",3.28,0.15,0.903385083050904,0.764363278324566,NA,0.607637414210252,0.994557714056303,0.0430563277065776,0.841505365831048
"144",3.36,0.15,0.903525844564293,0.764447038644945,NA,0.607694782600907,0.99468177713198,0.0421408169260567,0.841571432070448
"145",3.44,0.15,0.903660493662887,0.76452753106687,NA,0.60774950097969,0.994800301191246,0.04126357964341,0.841634909911253
"146",3.52,0.15,0.90378942289412,0.764604947324328,NA,0.607801747766464,0.994913649361451,0.0404222589557978,0.841695951725457
"147",3.6,0.15,0.903912991682478,0.764679464106501,NA,0.607851685691544,0.995022153695246,0.0396146878893891,0.841754697922356
"148",3.68,0.15,0.904031529826556,0.764751244600611,NA,0.607899463600622,0.995126118433447,0.0388388705928217,0.841811278144868
"149",3.76,0.15,0.904145340505023,0.764820439787551,NA,0.607945217903229,0.99522582285682,0.0380929657620027,0.841865812304157
"150",3.84,0.15,0.904254702876353,0.764887189527006,NA,0.607989073764673,0.995321523788951,0.0373752719751519,0.841918411466386
"151",3.92,0.15,0.904359874441389,0.764951623597452,NA,0.608031146287963,0.995413457812235,0.0366842146299661,0.841969178668565
"152",4,0.15,0.904461093100678,0.765013862597405,NA,0.608071541471911,0.995501843221546,0.0360183343449772,0.842018209644513
"153",4.08,0.15,0.904558579007372,0.765074018766814,NA,0.608110357132973,0.995586881760263,0.0353762765878058,0.842065593469583
"154",4.16,0.15,0.904652536179834,0.765132196695169,NA,0.608147683633922,0.995668760157173,0.0347567824311107,0.842111413136384
"155",4.24,0.15,0.904743153970166,0.7651884939796,NA,0.608183604610059,0.995747651499679,0.0341586802466478,0.842155746071429
"156",4.32,0.15,0.904830608339517,0.765243001780843,NA,0.608218197534071,0.995823716454442,0.0335808782732551,0.842198664590501
"157",4.4,0.15,0.904915063054272,0.765295805383725,NA,0.608251534332259,0.995897104365488,0.0330223579031372,0.842240236329225
"158",4.48,0.15,0.904996670730594,0.765346984683738,NA,0.608283681859807,0.995967954233856,0.0324821676561931,0.842280524633474
"159",4.56,0.15,0.905075573724395,0.765396614538783,NA,0.608314702273934,0.99603639559405,0.0319594177464593,0.842319588858162
"160",4.64,0.15,0.905151905046217,0.765444765256503,NA,0.608344653541397,0.996102549312439,0.031453275135288,0.842357484726204
"161",4.72,0.15,0.905225789074548,0.765491502879682,NA,0.608373589710138,0.996166528296248,0.0309629590908419,0.842394264577378
"162",4.8,0.15,0.905297342236625,0.765536889493818,NA,0.608401561216576,0.996228438137374,0.0304877371452709,0.842429977616823
"163",4.88,0.15,0.905366673708772,0.765580983619037,NA,0.608428615310978,0.9962883777023,0.0300269213907861,0.842464670192721
"164",4.96,0.15,0.905433885873669,0.765623840333466,NA,0.608454796124747,0.996346439649815,0.0295798651773059,0.842498385943665
"165",5.04,0.15,0.905499074907727,0.765665511612906,NA,0.608480145037494,0.996402710916882,0.0291459600374846,0.842531166036149
"166",5.12,0.15,0.905562331250332,0.765706046548749,NA,0.608504700904553,0.99645727315431,0.0287246329026447,0.842563049335599
"167",5.2,0.15,0.905623739986207,0.765745491506037,NA,0.608528500156029,0.99651020311828,0.0283153435838453,0.842594072555132
"168",5.28,0.15,0.905683381248302,0.765783890311243,NA,0.608551577025282,0.996561573033757,0.0279175824325572,0.842624270394178
"169",5.36,0.15,0.905741330616607,0.76582128449609,NA,0.608573963767686,0.996611450926922,0.0275308682023481,0.842653675716422
"170",5.44,0.15,0.905797659378102,0.765857713355481,NA,0.608595690711768,0.996659900921511,0.0271547461108205,0.842682319621924
"171",5.52,0.15,0.905852434867114,0.765893214163033,NA,0.60861678645009,0.99670698351737,0.0267887860361934,0.842710231602837
"172",5.6,0.15,0.905905720705481,0.765927822246782,NA,0.608637277924785,0.996752755841079,0.0264325808709495,0.842737439614909
"173",5.68,0.15,0.90595757710848,0.765961571192709,NA,0.608657190629812,0.996797271881838,0.0260857449868147,0.84276397021601
"174",5.76,0.15,0.906008061038277,0.765994492857032,NA,0.608676548574338,0.996840582698058,0.0257479128599555,0.842789848611345
"175",5.84,0.15,0.90605722650025,0.766026617573462,NA,0.608695374544387,0.996882736620413,0.0254187377463042,0.842815098777318
"176",5.92,0.15,0.906105124659123,0.766057974155226,NA,0.608713690031516,0.996923779425281,0.025097890518181,0.842839743502176
"177",6,0.15,0.90615180406107,0.766088590035828,NA,0.608731515395855,0.996963754504528,0.0247850585443592,0.842863804477649
"178",6.08,0.15,0.906197310825273,0.766118491385938,NA,0.608748869985625,0.997002703020711,0.024479944660558,0.842887302380447
"179",6.16,0.15,0.906241688714869,0.76614770307862,NA,0.608765772057262,0.997040664042523,0.0241822662479892,0.842910256882368
"180",6.24,0.15,0.906284979382139,0.766176248899328,NA,0.60878223902314,0.997077674683518,0.0238917543237357,0.842932686770444
"181",6.32,0.15,0.906327222423416,0.766204151512442,NA,0.608798287366293,0.997113770217461,0.0236081527505943,0.842954609956448
"182",6.4,0.15,0.906368455549668,0.766231432574171,NA,0.608813932802559,0.997148984194888,0.023331217459529,0.842976043540893
"183",6.48,0.15,0.906408714639147,0.766258112735882,NA,0.608829190179009,0.997183348541714,0.0230607157743333,0.842997003850982
"184",6.56,0.15,0.906448033923913,0.766284211776177,NA,0.608844073713434,0.997216893663175,0.0227964257198901,0.843017506500232
"185",6.64,0.15,0.906486446029249,0.766309748591815,NA,0.608858596901649,0.997249648528653,0.0225381354365648,0.843037566413442
"186",6.72,0.15,0.906523982066948,0.766334741241191,NA,0.608872772570124,0.997281640755761,0.0222856426075706,0.843057197858794
"187",6.8,0.15,0.906560671788857,0.766359207076334,NA,0.608886613043911,0.997312896693031,0.0220387539067912,0.843076414520088
"188",6.88,0.15,0.906596543554603,0.766383162644617,NA,0.608900129961932,0.997343441484313,0.0217972845383149,0.84309522947302
"189",6.96,0.15,0.906631624497514,0.76640662383948,NA,0.608913334493774,0.997373299143161,0.0215610577424355,0.843113655259495
"190",7.04,0.15,0.90666594055421,0.766429605887579,NA,0.608926237291298,0.997402492613022,0.0213299043748077,0.843131703896824
"191",7.12,0.15,0.906699516530017,0.766452123388368,NA,0.608938848510943,0.997431043826053,0.0211036625018898,0.843149386910084
