"","rhoB","mort","EE_bTB_single","EE_bTB_co","EE_brucellosis_single","EE_brucellosis_co"
"4208",5.28,6.15,0.658551113771642,0.24245747621408,0.210718552610404,0.453136101203905
"4209",5.36,6.15,0.658551113771642,0.241494380590366,0.210718552610404,0.453737276232582
"4210",5.44,6.15,0.658551113771642,0.240559684003383,0.210718552610404,0.454317525683684
"4211",5.52,6.15,0.658551113771642,0.239652109219368,0.210718552610404,0.454877893121415
"4212",5.6,6.15,0.658551113771642,0.238770454965466,0.210718552610404,0.455419354789566
"4213",5.68,6.15,0.658551113771642,0.237913590296037,0.210718552610404,0.455942825216455
"4214",5.76,6.15,0.658551113771642,0.23708044948829,0.210718552610404,0.456449162057251
"4215",5.84,6.15,0.658551113771642,0.236270027426797,0.210718552610404,0.456939170306881
"4216",5.92,6.15,0.658551113771642,0.235481375491591,0.210718552610404,0.457413605944739
"4217",6,6.15,0.658551113771642,0.234713597439363,0.210718552610404,0.457873180028745
"4218",6.08,6.15,0.658551113771642,0.233965846024805,0.210718552610404,0.458318561545588
"4219",6.16,6.15,0.658551113771642,0.233237319636231,0.210718552610404,0.458750380596111
"4220",6.24,6.15,0.658551113771642,0.232527259253793,0.210718552610404,0.459169231157273
"4221",6.32,6.15,0.658551113771642,0.2318349455568,0.210718552610404,0.459575673659865
"4222",6.4,6.15,0.658551113771642,0.231159696676198,0.210718552610404,0.459970237028888
"4223",6.48,6.15,0.658551113771642,0.230500865514801,0.210718552610404,0.460353421120276
"4224",6.56,6.15,0.658551113771642,0.229857837372193,0.210718552610404,0.46072569860792
"4225",6.64,6.15,0.658551113771642,0.229230028669566,0.210718552610404,0.461087516610062
"4226",6.72,6.15,0.658551113771642,0.228616884300519,0.210718552610404,0.461439298608023
"4227",6.8,6.15,0.658551113771642,0.228017875883602,0.210718552610404,0.461781445760461
"4228",6.88,6.15,0.658551113771642,0.227432501014047,0.210718552610404,0.462114338580315
"4229",6.96,6.15,0.658551113771642,0.226860280606363,0.210718552610404,0.46243833794145
"4230",7.04,6.15,0.658551113771642,0.226300758212247,0.210718552610404,0.46275378647994
"4231",7.12,6.15,0.658551113771642,0.225753498710174,0.210718552610404,0.463061009834655
"4232",7.2,6.15,0.658551113771642,0.225218086864663,0.210718552610404,0.46336031756577
"4233",7.28,6.15,0.658551113771642,0.224694125695851,0.210718552610404,0.463652003548718
"4234",7.36,6.15,0.658551113771642,0.224181236947711,0.210718552610404,0.463936348401423
"4235",7.44,6.15,0.658551113771642,0.223679058580218,0.210718552610404,0.464213618857632
"4236",7.52,6.15,0.658551113771642,0.223187243856612,0.210718552610404,0.464484068295427
"4237",7.6,6.15,0.658551113771642,0.222705462269305,0.210718552610404,0.46474793981345
"4238",7.68,6.15,0.658551113771642,0.222233396693403,0.210718552610404,0.465005464323811
"4239",7.76,6.15,0.658551113771642,0.221770743542832,0.210718552610404,0.465256862310312
"4240",7.84,6.15,0.658551113771642,0.22131721173427,0.210718552610404,0.465502343917658
"4241",7.92,6.15,0.658551113771642,0.220872522879078,0.210718552610404,0.465742110905442
"4242",8,6.15,0.658551113771642,0.220436409435598,0.210718552610404,0.465976355181544
"4243",0,6.3,0.658551113771642,0.658551110599798,0.210718552610404,-6.06520487079904e-11
"4244",0.08,6.3,0.658551113771642,0.658551110600305,0.210718552610404,-1.81037758135452e-10
"4245",0.16,6.3,0.658551113771642,0.658551110599768,0.210718552610404,-4.57539559946224e-11
"4246",0.24,6.3,0.658551113771642,0.658551110599896,0.210718552610404,-9.01969236257483e-11
"4247",0.32,6.3,0.658551113771642,0.658551110599706,0.210718552610404,-4.23362419073541e-11
"4248",0.4,6.3,0.658551113771642,0.658551110599623,0.210718552610404,-1.65700223762065e-11
"4249",0.48,6.3,0.658551113771642,0.658551110599626,0.210718552610404,-1.8909415865442e-11
"4250",0.56,6.3,0.658551113771642,0.658551110599448,0.210718552610404,7.8381823059824e-11
"4251",0.64,6.3,0.658551113771642,0.658551110599536,0.210718552610404,1.93110011276658e-11
"4252",0.72,6.3,0.658551113771642,0.658551110418446,0.210718552610404,2.52670734103302e-10
"4253",0.8,6.3,0.658551113771642,0.658549132823972,0.210718552610404,2.5886451964279e-06
"4254",0.88,6.3,0.658551113771642,0.652579079304839,0.210718552610404,0.00905992777378208
"4255",0.96,6.3,0.658551113771642,0.600078762326618,0.210718552610404,0.0850178667543252
"4256",1.04,6.3,0.658551113771642,0.554736376594953,0.210718552610404,0.14407655736221
"4257",1.12,6.3,0.658551113771642,0.518777754564461,0.210718552610404,0.187467997470444
"4258",1.2,6.3,0.658551113771642,0.489422772516158,0.210718552610404,0.220946876522016
"4259",1.28,6.3,0.658551113771642,0.464923603145955,0.210718552610404,0.247680381718497
"4260",1.36,6.3,0.658551113771642,0.444116481321498,0.210718552610404,0.269578192698759
"4261",1.44,6.3,0.658551113771642,0.426192246292708,0.210718552610404,0.287871118561044
"4262",1.52,6.3,0.658551113771642,0.410568532293511,0.210718552610404,0.303393853334352
"4263",1.6,6.3,0.658551113771642,0.396814125205366,0.210718552610404,0.316735629497476
"4264",1.68,6.3,0.658551113771642,0.384602032220626,0.210718552610404,0.328326083745679
"4265",1.76,6.3,0.658551113771642,0.373679214841547,0.210718552610404,0.338486934432964
"4266",1.84,6.3,0.658551113771642,0.363846417729843,0.210718552610404,0.347464503871393
"4267",1.92,6.3,0.658551113771642,0.35494434085913,0.210718552610404,0.35545097358489
"4268",2,6.3,0.658551113771642,0.346843924212354,0.210718552610404,0.362598724245163
"4269",2.08,6.3,0.658551113771642,0.339439372873445,0.210718552610404,0.369030280502823
"4270",2.16,6.3,0.658551113771642,0.332643052892773,0.210718552610404,0.374845373681433
"4271",2.24,6.3,0.658551113771642,0.326381692019989,0.210718552610404,0.380126063291192
"4272",2.32,6.3,0.658551113771642,0.320593508250989,0.210718552610404,0.38494051961029
"4273",2.4,6.3,0.658551113771642,0.315226009591573,0.210718552610404,0.38934586323737
"4274",2.48,6.3,0.658551113771642,0.310234287048657,0.210718552610404,0.393390328574477
"4275",2.56,6.3,0.658551113771642,0.305579675232357,0.210718552610404,0.397114932793522
"4276",2.64,6.3,0.658551113771642,0.301228690506498,0.210718552610404,0.400554779358311
"4277",2.72,6.3,0.658551113771642,0.297152181180995,0.210718552610404,0.403740086938542
"4278",2.8,6.3,0.658551113771642,0.293324641467302,0.210718552610404,0.406697009265049
"4279",2.88,6.3,0.658551113771642,0.289723653180984,0.210718552610404,0.409448294718392
"4280",2.96,6.3,0.658551113771642,0.286329428020143,0.210718552610404,0.412013820467325
"4281",3.04,6.3,0.658551113771642,0.283124429709101,0.210718552610404,0.414411029906123
"4282",3.12,6.3,0.658551113771642,0.280093060066625,0.210718552610404,0.416655291007208
"4283",3.2,6.3,0.658551113771642,0.277221396620921,0.210718552610404,0.418760194242583
"4284",3.28,6.3,0.658551113771642,0.274496972078612,0.210718552610404,0.420737799851343
"4285",3.36,6.3,0.658551113771642,0.271908587997809,0.210718552610404,0.42259884554056
"4286",3.44,6.3,0.658551113771642,0.269446156584643,0.210718552610404,0.424352921081658
"4287",3.52,6.3,0.658551113771642,0.267100565745278,0.210718552610404,0.426008615991755
"4288",3.6,6.3,0.658551113771642,0.26486356347228,0.210718552610404,0.427573645009208
"4289",3.68,6.3,0.658551113771642,0.262727658385541,0.210718552610404,0.42905495565536
"4290",3.76,6.3,0.658551113771642,0.26068603383851,0.210718552610404,0.43045881979352
"4291",3.84,6.3,0.658551113771642,0.258732473463974,0.210718552610404,0.43179091284018
"4292",3.92,6.3,0.658551113771642,0.256861296410623,0.210718552610404,0.433056381945327
"4293",4,6.3,0.658551113771642,0.25506730082091,0.210718552610404,0.434259905500299
"4294",4.08,6.3,0.658551113771642,0.253345714346829,0.210718552610404,0.435405744081264
"4295",4.16,6.3,0.658551113771642,0.251692150694667,0.210718552610404,0.43649778564526
"4296",4.24,6.3,0.658551113771642,0.250102571356378,0.210718552610404,0.437539584843284
"4297",4.32,6.3,0.658551113771642,0.248573251816594,0.210718552610404,0.438534397346138
