"","rhoB","mort","bTBprev","brucprev","finalN","bTB_inS","bTB_inB","bruc_inS","bruc_inTB"
"347",3.44,0.45,0.889010080000564,0.812032231694888,577.340323833091,0.485500686197585,0.982413712618675,0.128666028316422,0.897348204988742
"348",3.52,0.45,0.889580279668433,0.814641442144121,578.155420711763,0.480964423140151,0.982554245839096,0.12870920417345,0.899783219243044
"349",3.6,0.45,0.890123303073264,0.81712509521761,578.935042549884,0.476525708834354,0.982687613124865,0.128747825239247,0.902098289834043
"350",3.68,0.45,0.89064102662173,0.819491760889579,579.681403924978,0.472182171882592,0.982814340148555,0.12878235977029,0.904301767111318
"351",3.76,0.45,0.891135162282044,0.821749275452793,580.396545709852,0.467931435306067,0.982934903660557,0.128813222399694,0.906401272318641
"352",3.84,0.45,0.891607274910042,0.823904816284435,581.082351356803,0.463771127959622,0.983049736961853,0.128840780991782,0.908403773412163
"353",3.92,0.45,0.892058797449136,0.825964967811246,581.7405614065,0.459698894124537,0.983159234664554,0.128865362525992,0.910315651765477
"354",4,0.45,0.892491044300867,0.827935779844958,582.372786441939,0.455712401527166,0.983263756845442,0.128887258161279,0.912142761000838
"355",4.08,0.45,0.89290522311671,0.829822819286073,582.980518677426,0.451809347997339,0.983363632680498,0.128906727606266,0.913890478998425
"356",4.16,0.45,0.893302445223275,0.831631216048763,583.565142346424,0.447987466951026,0.983459163634111,0.128924002899722,0.915563753979105
"357",4.24,0.45,0.893683734861323,0.833365703937779,584.127943030214,0.444244531857157,0.983550626265048,0.128939291688651,0.917167145425338
"358",4.32,0.45,0.894050037392304,0.835030657105365,584.670116050416,0.440578359827131,0.983638274701553,0.128952780077213,0.918704860494978
"359",4.4,0.45,0.894402226603826,0.836630122629198,585.192774032421,0.436986814447249,0.983722342829972,0.128964635108206,0.92018078649023
"360",4.48,0.45,0.894741111226868,0.838167849678683,585.69695373314,0.433467807958787,0.983803046234644,0.128975006928999,0.921598519865875
"361",4.56,0.45,0.8950674407617,0.839647315674114,586.183622214529,0.430019302876979,0.983880583921337,0.128984030685336,0.922961392194548
"362",4.64,0.45,0.895381910695731,0.841071749789952,586.65368243434,0.426639313127017,0.983955139851404,0.12899182818247,0.92427249345097
"363",4.72,0.45,0.895685167186293,0.842444154107498,587.107978316779,0.423325904768309,0.984026884310876,0.128998509341589,0.925534692928428
"364",4.8,0.45,0.895977811270243,0.843767322683384,587.547299358158,0.42007719636505,0.984095975134195,0.129004173482379,0.926750658060689
"365",4.88,0.45,0.896260402655268,0.845043858766433,587.972384816067,0.41689135905688,0.98416255880047,0.129008910452617,0.927922871386834
"366",4.96,0.45,0.896533463140163,0.84627619036663,588.383927524987,0.413766616375069,0.984226771417297,0.12901280162527,0.929053645866712
"367",5.04,0.45,0.896797479705489,0.847466584354866,588.782577376211,0.410701243844101,0.984288739605281,0.129015920780092,0.930145138728737
"368",5.12,0.45,0.897052907310811,0.848617159250562,589.168944495684,0.407693568403462,0.984348581294689,0.129018334884334,0.93119936400941
"369",5.2,0.45,0.897300171430285,0.849729896835499,589.543602149594,0.404741967679929,0.984406406444181,0.129020104785138,0.932218203924648
"370",5.28,0.45,0.89753967035448,0.85080665271594,589.907089404223,0.401844869136623,0.984462317690301,0.12902128582461,0.933203419196235
"371",5.36,0.45,0.897771777283011,0.851849165940945,590.259913563694,0.399000749121786,0.984516410935326,0.129021928386933,0.93415665844222
"372",5.44,0.45,0.89799684222962,0.852859067772413,590.602552406649,0.396208131837058,0.984568775880143,0.129022078385795,0.935079466727403
"373",5.52,0.45,0.898215193758915,0.853837889691653,590.93545624078,0.393465588242574,0.984619496508019,0.129021777699149,0.935973293359046
"374",5.6,0.45,0.898427140571641,0.854787070717726,591.259049791946,0.390771734913631,0.984668651524401,0.129021064557634,0.936839499003314
"375",5.68,0.45,0.898632972953619,0.855707964104638,591.573733943109,0.388125232861909,0.984716314757325,0.12901997389192,0.93767936218951
"376",5.76,0.45,0.898832964101623,0.856601843477062,591.879887336531,0.385524786332168,0.984762555522424,0.129018537643849,0.938494085261784
"377",5.84,0.45,0.899027371338181,0.857469908457953,592.17786785153,0.382969141584058,0.984807438956132,0.12901678504536,0.939284799831503
"378",5.92,0.45,0.899216437225829,0.858313289835695,592.468013968676,0.38045708566703,0.98485102632022,0.129014742868951,0.940052571777752
"379",6,0.45,0.899400390590369,0.859133054313501,592.750646030405,0.377987445195391,0.984893375280479,0.129012435652731,0.940798405838398
"380",6.08,0.45,0.899579447461499,0.859930208879261,593.026067406857,0.375559085129217,0.984934540162053,0.129009885902996,0.941523249829697
"381",6.16,0.45,0.899753811938508,0.86070570483027,593.294565575139,0.373170907566237,0.984974572183648,0.129007114276671,0.942227998528513
"382",6.24,0.45,0.899923676987772,0.861460441483666,593.5564131192,0.370821850548697,0.985013519672609,0.129004139745855,0.942913497247695
"383",6.32,0.45,0.900089225178182,0.862195269600394,593.811868656988,0.368510886888714,0.985051428262644,0.129000979746343,0.943580545132105
"384",6.4,0.45,0.900250629360009,0.862910994547754,594.061177700849,0.366237023014896,0.985088341075788,0.128997650311888,0.94422989820002
"385",6.48,0.45,0.90040805329215,0.863608379223142,594.304573456633,0.363999297842565,0.985124298890043,0.128994166195617,0.944862272152205
"386",6.56,0.45,0.900561652222224,0.8642881467594,594.542277566433,0.361796781669374,0.98515934029397,0.128990540979986,0.945478344968747
"387",6.64,0.45,0.900711573423555,0.864950983030278,594.774500799471,0.359628575097772,0.985193501829396,0.128986787176439,0.946078759311848
"388",6.72,0.45,0.900857956692686,0.865597538972726,595.001443695233,0.357493807985377,0.985226818123279,0.128982916315815,0.946664124750982
"389",6.8,0.45,0.901000934810705,0.866228432741164,595.223297162539,0.355391638424001,0.985259322009649,0.128978939030469,0.94723501982531
"390",6.88,0.45,0.901140633971436,0.866844251707577,595.440243038069,0.353321251747966,0.985291044642518,0.128974865128842,0.947791993956842
"391",6.96,0.45,0.901277174179108,0.867445554319828,595.652454607307,0.351281859571798,0.985322015600457,0.128970703663396,0.94833556922658
"392",7.04,0.45,0.901410669618082,0.868032871829687,595.860097090904,0.349272698857639,0.985352262983612,0.128966462992363,0.948866242024774
"393",7.12,0.45,0.901541228996796,0.868606709900853,596.063328098966,0.347293031012148,0.985381813503723,0.128962150836062,0.949384484585393
"394",7.2,0.45,0.901668955867986,0.869167550106442,596.262298055678,0.345342141012746,0.985410692567748,0.128957774328279,0.949890746414032
"395",7.28,0.45,0.901793948927086,0.869715851324552,596.457150596494,0.343419336562958,0.985438924355614,0.128953340063088,0.950385455617634
"396",7.36,0.45,0.901916302290439,0.870252051039768,596.648022939839,0.341523947276334,0.985466531892542,0.128948854137695,0.950869020143693
"397",7.44,0.45,0.90203610575492,0.870776566557788,596.835046235221,0.339655323888575,0.985493537116404,0.128944322191543,0.95134182893591
"398",7.52,0.45,0.902153445040359,0.871289796139751,597.018345889426,0.337812837497235,0.985519960940474,0.128939749442116,0.951804253012709
"399",7.6,0.45,0.902268402016065,0.871792120062289,597.198041872353,0.335995878828428,0.985545823311956,0.128935140717705,0.952256646474434
"400",7.68,0.45,0.902381054912643,0.872283901608806,597.374249003933,0.334203857529898,0.985571143266596,0.128930500487432,0.952699347444592
"401",7.76,0.45,0.90249147852019,0.872765487997066,597.547077223467,0.332436201489774,0.985595938979683,0.12892583288876,0.953132678950038
"402",7.84,0.45,0.902599744373865,0.873237211247716,597.716631842582,0.330692356180307,0.985620227813714,0.128921141752736,0.953556949744586
"403",7.92,0.45,0.902705920927735,0.873699388998011,597.883013782937,0.328971784025851,0.985644026362958,0.128916430627184,0.95397245508019
"404",8,0.45,0.902810073717769,0.874152325264684,598.046319799734,0.327273963794415,0.985667350495169,0.128911702797972,0.954379477429477
"405",0,0.6,0.65855111458239,5.07791731941561e-15,409.193861019385,0.658551114582389,0.904917298037875,1.4140391715726e-15,6.97758324083805e-15
"406",0.08,0.6,0.658551147744901,5.68067415556536e-12,409.193854657515,0.65855114774354,0.898009766326924,1.69680841133377e-12,7.74624854650577e-12
"407",0.16,0.6,0.658551721712571,1.13135367274443e-08,409.193531672268,0.658551719092575,0.890132299161251,3.64035301285867e-09,1.5291956769404e-08
"408",0.24,0.6,0.658563386908416,3.26535132037761e-05,409.197391475863,0.658556094180052,0.881892808939531,1.12952582555037e-05,4.37268439963045e-05
"409",0.32,0.6,0.66658654607454,0.023129090824237,411.857680340498,0.661504326858507,0.881237097794191,0.00823865359759072,0.0305769940791599
"410",0.4,0.6,0.695728963263449,0.108902856786855,422.973668976317,0.670724299831823,0.900329511020774,0.0356734610812749,0.14092909879698
"411",0.48,0.6,0.721052970635505,0.186813048243409,434.531763951239,0.676430205070629,0.915293421449042,0.0567286706061208,0.237137576657278
"412",0.56,0.6,0.742436955774389,0.255937323108174,445.755328583016,0.679018659744433,0.926807045040434,0.0727309658070335,0.319494486771651
"413",0.64,0.6,0.760320411862857,0.316594297631495,456.254588864059,0.679077662774387,0.935692357657596,0.0849443751884341,0.389618455784925
"414",0.72,0.6,0.775255836214249,0.369519163123186,465.86910910553,0.677166741684442,0.942617371364254,0.0943471926216652,0.449290628901033
"415",0.8,0.6,0.787775298511783,0.415624012296145,474.574978984222,0.673757078115515,0.948087282875258,0.101666637433239,0.500203346385671
"416",0.88,0.6,0.798337094249272,0.45583463668928,482.417905162928,0.669222378390691,0.952471402195331,0.107432653675149,0.543842267513468
"417",0.96,0.6,0.807315740404127,0.491005484903957,489.473177990988,0.663851004038596,0.956036612502,0.112029204885496,0.581456791951682
"418",1.04,0.6,0.815009947663853,0.521886552887101,495.824240516504,0.657863261337627,0.958975994472604,0.115735287167822,0.614074315891915
"419",1.12,0.6,0.821655753121335,0.549118530084358,501.552236829441,0.651427372332322,0.96143035249557,0.118755208055093,0.642530913871533
"420",1.2,0.6,0.8274394610427,0.573241008881132,506.731508883847,0.644672333703854,0.963503548685448,0.121240132295322,0.667504720663177
"421",1.28,0.6,0.832508624135569,0.594705440046094,511.428130564159,0.63769769063215,0.965273193368967,0.12330318926761,0.689546273257234
"422",1.36,0.6,0.836980791822073,0.613888759511021,515.699901964067,0.630580787486022,0.966798059977628,0.125030037880241,0.709104041020211
"423",1.44,0.6,0.840950280549109,0.631105921649001,519.596983517041,0.623382104841452,0.968123246137003,0.126486284888398,0.726545109330558
"424",1.52,0.6,0.844493348436689,0.646620733961956,523.162757650128,0.616149191976497,0.969283795411016,0.127722734405149,0.742171623218046
"425",1.6,0.6,0.847672138799085,0.660654934467474,526.434691971452,0.60891958571277,0.97030726425749,0.128779149339295,0.756233752107883
"426",1.68,0.6,0.850537670414014,0.673395620527827,529.445308364898,0.601722970310827,0.971215572457777,0.129686908400436,0.76893985514262
"427",1.76,0.6,0.853132167123962,0.685001408963394,532.222645682735,0.594582862967351,0.972026326255801,0.13047108787145,0.78046453843064
"428",1.84,0.6,0.855490800497831,0.695607313645511,534.791174107181,0.58751783151583,0.972753816999679,0.131151817526073,0.790954933808524
"429",1.92,0.6,0.85764307766508,0.705328799775178,537.172201853469,0.580542484283916,0.973409744871445,0.131745421493557,0.800535729745322
"430",2,0.6,0.859613910547364,0.714265044531736,539.384363335693,0.573668223166135,0.974003770272029,0.132265228390531,0.80931315537279
"431",2.08,0.6,0.861424458885684,0.72250160070986,541.44400729604,0.566903840361585,0.974543931725717,0.132722195620197,0.817378173293023
"432",2.16,0.6,0.863092797894424,0.730112575011077,543.365523453815,0.560255993377048,0.975036966725962,0.133125388755958,0.824809049784658
"433",2.24,0.6,0.864634450759204,0.737162416100629,545.161617517546,0.553729586568631,0.975488560439231,0.133482352859066,0.831673435473798
"434",2.32,0.6,0.866062816251843,0.743707388255972,546.84354305911,0.547328080173107,0.9759035402424,0.133799402458963,0.838030059117999
"435",2.4,0.6,0.867389514392745,0.749796790966721,548.421297437229,0.541053742509113,0.976286029196929,0.134081849770775,0.843930113992651
"436",2.48,0.6,0.868624667642511,0.755473972554098,549.903787775556,0.534907857201131,0.976639568107272,0.134334185618315,0.849418398713006
"437",2.56,0.6,0.869777131039246,0.760777176154665,551.298971978632,0.528890894475858,0.976967213334938,0.134560223852077,0.854534260826765
"438",2.64,0.6,0.870854681646264,0.765740248734908,552.613978906215,0.523002653508347,0.977271615747969,0.13476321737674,0.859312381153835
"439",2.72,0.6,0.871864175369691,0.770393237739413,553.855211108364,0.517242381249673,0.977555084876972,0.134945951940485,0.863783428866847
"440",2.8,0.6,0.87281167745296,0.774762895179588,555.028432930785,0.511608872004376,0.977819641384159,0.135110822386817,0.867974611124617
"441",2.88,0.6,0.873702571614508,0.778873105168438,556.138846312856,0.506100551142126,0.978067060234624,0.135259894986848,0.871910136260903
"442",2.96,0.6,0.874541651762775,0.782745247884976,557.191156201372,0.500715545650588,0.97829890642127,0.135394958656231,0.875611605769504
"443",3.04,0.6,0.875333199423136,0.786398510541831,558.189627175854,0.495451743712579,0.978516564688419,0.13551756724464,0.879098347370581
"444",3.12,0.6,0.876081049388301,0.789850154000799,559.138132613119,0.49030684508187,0.978721264389612,0.135629074615653,0.882387699108145
"445",3.2,0.6,0.876788645615432,0.793115742131759,560.04019749865,0.485278403710392,0.978914100377725,0.135730663874033,0.885495252575221
"446",3.28,0.6,0.877459089008269,0.796209339761253,560.899035811378,0.480363863824417,0.979096050642173,0.13582337181842,0.888435061885044
"447",3.36,0.6,0.878095178417472,0.79914368404599,561.717583259323,0.47556059044318,0.979267991265391,0.135908109480581,0.891219823821971
"448",3.44,0.6,0.878699445949375,0.801930333285296,562.49852602041,0.470865895168887,0.979430709159277,0.135985679442641,0.893861033652233
"449",3.52,0.6,0.87927418747863,0.804579796516741,563.244326040705,0.466277057943409,0.979584912954441,0.13605679049027,0.896369120303454
"450",3.6,0.6,0.87982148910365,0.807101646691075,563.957243357626,0.461791345357709,0.97973124234561,0.136122070054184,0.898753563995615
"451",3.68,0.6,0.880343250157089,0.809504619772295,564.639355845103,0.457406026010065,0.979870276141204,0.136182074808391,0.901022998895394
"452",3.76,0.6,0.880841203280732,0.811796701737472,565.292576718719,0.45311838333461,0.980002539220776,0.136237299726554,0.903185302947529
"453",3.84,0.6,0.881316931990251,0.81398520514388,565.918670089479,0.448925726259611,0.980128508568425,0.13628818584397,0.905247676693065
"454",3.92,0.6,0.881771886086574,0.816076836676052,566.519264813424,0.444825398002854,0.980248618521451,0.136335126929283,0.907216712600557
"455",4,0.6,0.882207395214002,0.81807775687309,567.095866849293,0.440814783267731,0.980363265350156,0.136378475234855,0.909098456201316
"456",4.08,0.6,0.882624680818566,0.819993633059181,567.649870307,0.436891314066524,0.980472811265627,0.136418546466139,0.910898460124432
"457",4.16,0.6,0.88302486672137,0.821829686351547,568.182567344605,0.43305247436596,0.980577587936668,0.13645562408703,0.912621831964368
"458",4.24,0.6,0.883408988489474,0.823590733495112,568.695157050283,0.429295803723285,0.980677899584232,0.136489963059049,0.914273276777562
"459",4.32,0.6,0.883778001759966,0.825281224167697,569.188753427659,0.425618900058143,0.980774025711075,0.13652179309644,0.915857134890027
"460",4.4,0.6,0.884132789650352,0.82690527431046,569.664392587448,0.422019421685927,0.980866223515523,0.136551321506289,0.917377415601481
"461",4.48,0.6,0.884474169369456,0.828466695962675,570.12303923511,0.418495088721289,0.980954730030951,0.136578735671983,0.91883782729016
"462",4.56,0.6,0.884802898127047,0.829969024015662,570.565592532856,0.415043683945971,0.981039764026439,0.136604205229386,0.920241804353431
"463",4.64,0.6,0.88511967842692,0.831415540245875,570.99289140463,0.411663053222479,0.981121527698943,0.136627883977637,0.921592531360746
"464",4.72,0.6,0.885425162816666,0.83280929494029,571.40571934419,0.408351105524238,0.981200208183009,0.136649911560252,0.922892964745519
"465",4.8,0.6,0.885719958157674,0.834153126387094,571.80480877922,0.405105812643417,0.981275978900428,0.136670414946958,0.924145852319875
"466",4.88,0.6,0.886004629470536,0.835449678470196,572.19084503802,0.40192520862941,0.981349000769148,0.136689509742292,0.925353750859716
"467",4.96,0.6,0.886279703403951,0.836701416576344,572.564469959899,0.39880738900383,0.981419423288156,0.136707301343298,0.926519041976154
"468",5.04,0.6,0.886545671369111,0.837910641998053,572.92628518562,0.395750509791692,0.981487385512814,0.136723885965489,0.927643946462436
"469",5.12,0.6,0.886802992376298,0.839079504993353,573.276855160073,0.39275278640305,0.981553016933245,0.136739351553605,0.928730537282175
"470",5.2,0.6,0.887052095605919,0.840210016644146,573.616709875756,0.389812492394667,0.981616438266747,0.136753778591436,0.929780751344597
"471",5.28,0.6,0.887293382742275,0.841304059638288,573.946347382437,0.38692795813721,0.981677762173807,0.136767240823015,0.930796400195112
"472",5.36,0.6,0.887527230095016,0.842363398085987,574.266236085623,0.384097569409895,0.981737093906105,0.136779805895905,0.931779179734321
"473",5.44,0.6,0.887753990530244,0.843389686468406,574.576816853974,0.381319765941385,0.981794531893874,0.136791535935835,0.932730679065486
"474",5.52,0.6,0.887973995230731,0.84438447780534,574.878504953674,0.378593039913066,0.981850168279055,0.136802488060781,0.933652388558938
"475",5.6,0.6,0.888187555302446,0.845349231119095,575.171691825866,0.375915934438447,0.981904089399967,0.136812714841506,0.934545707211926
"476",5.68,0.6,0.888394963242682,0.846285318263233,575.456746721581,0.37328704203037,0.981956376232491,0.136822264714743,0.935411949373599
"477",5.76,0.6,0.888596494283327,0.847194030177363,575.734018207095,0.370705003065945,0.982007104792228,0.136831182354345,0.936252350897151
"478",5.84,0.6,0.888792407621388,0.848076582622584,576.003835551356,0.368168504257562,0.982056346501541,0.136839509005172,0.937068074774366
"479",5.92,0.6,0.888982947547513,0.848934121446395,576.266510005935,0.36567627713696,0.982104168524992,0.136847282783789,0.937860216301895
"480",6,0.6,0.889168344482145,0.849767727420779,576.522335986933,0.363227096558195,0.982150634076254,0.136854538949661,0.93862980782332
"481",6.08,0.6,0.889348815927897,0.850578420692623,576.771592167331,0.36081977922428,0.982195802699267,0.136861310150004,0.939377823086457
"482",6.16,0.6,0.88952456734586,0.851367164881645,577.01454248748,0.358453182241429,0.982239730526104,0.136867626641138,0.940105181251251
"483",6.24,0.6,0.88969579296275,0.852134870857427,577.251437090661,0.356126201704046,0.982282470513725,0.13687351648882,0.940812750579987
"484",6.32,0.6,0.889862676515106,0.852882400224012,577.482513189994,0.353837771312955,0.982324072661608,0.136879005749767,0.941501351838344
"485",6.4,0.6,0.890025391936111,0.853610568537689,577.707995872415,0.351586861028773,0.982364584211993,0.13688411863631,0.942171761432942
"486",6.48,0.6,0.890184103990077,0.8543201482811,577.928098844861,0.349372475761862,0.982404049834337,0.136888877665923,0.942824714308513
"487",6.56,0.6,0.890338968859127,0.855011871614559,578.14302512738,0.347193654099878,0.982442511795388,0.136893303797149,0.943460906625544
"488",6.64,0.6,0.89049013468616,0.855686432923494,578.352967697427,0.34504946707354,0.982480010116154,0.136897416553295,0.944080998237246
"489",6.72,0.6,0.890637742077811,0.856344491179089,578.558110089229,0.34293901696098,0.982516582716921,0.136901234135113,0.944685614982877
"490",6.8,0.6,0.890781924570755,0.856986672127676,578.758626951771,0.34086143613075,0.982552265551347,0.136904773523551,0.94527535081284
"491",6.88,0.6,0.890922809064388,0.857613570322919,578.954684568617,0.338815885923338,0.982587092730577,0.136908050573538,0.945850769759544
"492",6.96,0.6,0.891060516222646,0.858225751013583,579.146441342534,0.336801555570895,0.982621096638219,0.136911080099664,0.946412407766714
"493",7.04,0.6,0.891195160847462,0.858823751898518,579.334048247601,0.334817661154666,0.982654308036947,0.136913875954546,0.946960774388653
"494",7.12,0.6,0.891326852226139,0.859408084759441,579.517649251268,0.33286344459955,0.98268675616743,0.136916451100547,0.94749635436996
"495",7.2,0.6,0.891455694454705,0.859979236981143,579.697381708629,0.330938172705074,0.982718468840202,0.136918817675491,0.948019609115206
"496",7.28,0.6,0.891581786739142,0.860537672967932,579.873376730982,0.329041136211992,0.982749472521067,0.136920987052919,0.948530978057287
"497",7.36,0.6,0.891705223676216,0.861083835464338,580.045759530545,0.327171648903654,0.982779792410538,0.136922969897393,0.94903087993235
"498",7.44,0.6,0.891826095515461,0.861618146787397,580.21464974311,0.325329046741248,0.982809452517793,0.136924776215291,0.949519713968537
"499",7.52,0.6,0.891944488403778,0.862141009977254,580.380161730199,0.323512687031969,0.982838475729582,0.136926415401517,0.949997860995154
"500",7.6,0.6,0.892060484613946,0.862652809872202,580.542404862214,0.321721947629137,0.982866883874464,0.13692789628246,0.950465684478304
"501",7.68,0.6,0.892174162758243,0.86315391411379,580.70148378392,0.319956226163292,0.982894697782753,0.136929227155572,0.950923531488511
"502",7.76,0.6,0.892285597988307,0.863644674087171,580.857498663521,0.318214939303261,0.982921937342483,0.13693041582583,0.951371733605415
"503",7.84,0.6,0.892394862182212,0.864125425801412,581.010545426461,0.316497522046208,0.982948621551703,0.136931469639364,0.951810607764171
"504",7.92,0.6,0.892502024119718,0.864596490714115,581.160715975022,0.314803427035651,0.98297476856737,0.136932395514505,0.952240457047823
"505",8,0.6,0.892607149646522,0.86505817650437,581.308098394691,0.313132123906494,0.9830003957511,0.136933199970454,0.952661571429565
"506",0,0.75,0.658551115131076,6.78245794670231e-16,409.193861436264,0.658551115131076,0.902585939711502,1.9350092989113e-16,9.29578743201975e-16
"507",0.08,0.75,0.658551164563325,7.18506067519014e-13,409.193836854238,0.658551164563155,0.895366408010387,2.20179022179706e-13,9.76881116343856e-13
"508",0.16,0.75,0.658552349331816,1.33175112942685e-09,409.193458694949,0.658552349026601,0.887735588801915,4.3786582252042e-10,1.79521472244217e-09
"509",0.24,0.75,0.658553168582815,4.04932000178432e-06,409.193951737026,0.658552274072933,0.879456001308752,1.42956730033069e-06,5.40761011666282e-06
"510",0.32,0.75,0.661062695197129,0.00770994660829045,409.984599648099,0.659411465235712,0.873580258524235,0.00287572197925783,0.0101885300747004
"511",0.4,0.75,0.686658058180194,0.0877792388115434,419.093001171256,0.666987939798539,0.891074166199811,0.0305143534962573,0.113910863058894
"512",0.48,0.75,0.711118718454407,0.166697935320845,429.502390812725,0.671975426481842,0.906791124092164,0.0537858565438436,0.21256676871335
"513",0.56,0.75,0.731965065799846,0.236741017314483,439.745772516957,0.67395111765274,0.919003490938952,0.07153991329994,0.297235252781779
"514",0.64,0.75,0.74952840815453,0.298265257477641,449.415810728924,0.673457402931838,0.928502210583949,0.0851406197889993,0.36948559640355
"515",0.72,0.75,0.764279287581809,0.352002176604009,458.324603112843,0.671025748682523,0.935948936939377,0.0956475711440287,0.431067632403428
"516",0.8,0.75,0.776696238930464,0.398855269929543,466.422638651391,0.667113576189117,0.941856499256686,0.103853341173244,0.483669688890501
"517",0.88,0.75,0.787204444709828,0.439745406180095,473.735022767714,0.662089309564015,0.946606517447188,0.110338482589727,0.528790037079858
"518",0.96,0.75,0.796158425623932,0.475526856491682,480.321392701048,0.656240330394558,0.950478380925826,0.11552530399552,0.567698566137456
"519",1.04,0.75,0.803844905870686,0.506952882955852,486.253498602712,0.649787841672752,0.953676170110071,0.119721586719407,0.601445478241758
"520",1.12,0.75,0.810492732648658,0.534669361503305,491.603722565261,0.642901581562501,0.95634978554215,0.123153231112725,0.630888974832181
"521",1.2,0.75,0.816283882914362,0.559221856251881,496.439754475357,0.63571208527213,0.958610404827258,0.125987673858932,0.656727274947443
"522",1.28,0.75,0.821363298445435,0.581067866942741,500.822529289994,0.628320205166086,0.960541455491002,0.128350401070888,0.67952850548424
"523",1.36,0.75,0.825846955332202,0.600590065925705,504.805802396947,0.620804276697053,0.962206324896287,0.130336543156118,0.699756239787953
"524",1.44,0.75,0.82982822960361,0.618108646463576,508.436492334828,0.613225449545192,0.963653778444457,0.132019040275779,0.717790394933105
"525",1.52,0.75,0.833382828117695,0.633892093529924,511.755338898896,0.605631648137502,0.964921789637652,0.133454433013536,0.733943960313604
"526",1.6,0.75,0.836572580659203,0.648166256873118,514.797650129035,0.598060526678833,0.966040271769235,0.134687006749229,0.748476248705112
"527",1.68,0.75,0.839448353161422,0.661121851728801,517.594030529547,0.590541690665024,0.967033046752437,0.135751788325154,0.761603350753106
"528",1.76,0.75,0.842052291330579,0.67292059884523,520.171044322133,0.583098382531056,0.967919280039474,0.136676736048168,0.773506382280363
"529",1.84,0.75,0.844419556480217,0.683700227825231,522.55179850286,0.575748773678996,0.9687145383034,0.137484357324533,0.784338005264051
"530",1.92,0.75,0.846579676242573,0.69357854904133,524.756445426244,0.56850696508672,0.969431577793107,0.138192916045864,0.794227603129859
"531",2,0.75,0.848557602338272,0.702656770214826,526.802611281597,0.561383770154826,0.970080938326488,0.138817342883902,0.803285407016752
"532",2.08,0.75,0.850374544495078,0.711022203582333,528.705759243494,0.554387333194186,0.970671395505636,0.139369928233176,0.811605802472077
"533",2.16,0.75,0.852048632353899,0.718750482271301,530.479496422973,0.547523622570776,0.971210308415915,0.139860854547825,0.819269993582784
"534",2.24,0.75,0.853595444382853,0.725907381292548,532.135833143617,0.540796827265163,0.971703889486685,0.140298608857492,0.826348161123377
"535",2.32,0.75,0.855028433308286,0.732550319468871,533.685402094667,0.534209678242798,0.972157415809953,0.140690305062585,0.83290122033736
"536",2.4,0.75,0.856359270499996,0.73872960321451,535.137643859079,0.527763710710547,0.972575396014069,0.141041937696654,0.838982260300845
"537",2.48,0.75,0.857598126472017,0.744489460780724,536.500964312732,0.521459479457483,0.972961703091429,0.141358583192625,0.84463772871648
"538",2.56,0.75,0.858753900705835,0.749868905817871,537.782868497126,0.515296736627881,0.973319680922857,0.141644560616019,0.849908412112862
"539",2.64,0.75,0.859834411023005,0.754902461371049,538.990074797428,0.509274579160542,0.97365223031534,0.141903560865085,0.854830250757196
"540",2.72,0.75,0.86084655047598,0.759620769304393,540.128612606771,0.503391571546487,0.973961878960309,0.142138751163309,0.859435019353808
"541",2.8,0.75,0.861796418004361,0.764051105298046,541.203906114569,0.497645848361947,0.974250838679137,0.142352860060629,0.863750898215704
"542",2.88,0.75,0.86268942778364,0.768217815710164,542.220846406537,0.492035200122526,0.974521052547687,0.142548246959225,0.867802954621941
"543",2.96,0.75,0.863530401174922,0.772142689530362,543.183853692829,0.486557145303491,0.974774233910153,0.14272695927717,0.871613550179827
"544",3.04,0.75,0.864323644393737,0.775845276202898,544.096931174922,0.481208990826998,0.97501189885237,0.142890779679626,0.875202686948165
"545",3.12,0.75,0.865073014399097,0.779343158136737,544.963711810223,0.475987882890985,0.975235393369349,0.14304126528575,0.878588302656901
"546",3.2,0.75,0.865781975019678,0.782652185142909,545.787499026158,0.47089084967779,0.975445916204286,0.143179780358974,0.881786523435833
"547",3.28,0.75,0.866453644951783,0.785786676767388,546.571302264652,0.465914837212519,0.975644538137231,0.143307523678726,0.884811880930769
"548",3.36,0.75,0.867090838960486,0.788759597457458,547.317868096843,0.461056739425911,0.975832218346755,0.143425551550854,0.887677499455487
"549",3.44,0.75,0.867696103373408,0.791582708662024,548.0297075311,0.456313423302355,0.97600981834665,0.143534797225583,0.890395257837284
"550",3.52,0.75,0.868271746762745,0.794266701283127,548.709120040575,0.451681749851835,0.976178113904255,0.143636087343624,0.892975929812652
"551",3.6,0.75,0.868819866554954,0.796821311336443,549.358214755983,0.447158591528244,0.976337805271276,0.143730155913729,0.895429306178733
"552",3.68,0.75,0.869342372181149,0.79925542121881,549.978929202174,0.442740846620442,0.976489525997767,0.143817656231759,0.897764301375237
"553",3.76,0.75,0.869841005278551,0.801577148601707,550.57304590092,0.438425451062708,0.97663385055166,0.143899171076765,0.899989046736665
"554",3.84,0.75,0.87031735736947,0.803793924655861,551.142207115298,0.434209388044683,0.976771300927396,0.14397522145977,0.902110972297131
"555",3.92,0.75,0.870772885375566,0.80591256305166,551.687927971492,0.430089695745073,0.976902352395823,0.144046274152643,0.904136878734976
"556",4,0.75,0.871208925268559,0.807939320963069,552.211608160537,0.426063473466369,0.977027438522029,0.144112748185359,0.906073000799941
